"Rk","Gtm","Date","X","Opp","Rslt","IP","H","R","ER","UER","BB","SO","HR","HBP","ERA","BF","Pit","Str","IR","IS","SB","CS","AB","X2B","X3B","IBB","SH","SF","ROE","GDP","X.","Umpire","Pitchers.Used..Rest.GameScore.Dec.","Team","Year"
"100","100","Jul 28","@","TBR","L,2-6","8.0","10","6","5","1","2","8","1","0","4.37","36","129","84","1","0","0","0","32","2","2","0","1","1","1","1","2","Hunter Wendelstedt","C.Sabathia (4-33-L), M.Melancon (17)","NYY",2009
"101","101","Jul 29","@","TBR","W,6-2","9.0","6","2","2","0","3","7","1","0","4.34","35","130","78","1","0","0","1","32","1","1","0","0","0","0","0","3","Doug Eddings","J.Chamberlain (4-79-W), B.Bruney (2), M.Rivera (2)","NYY",2009
"102","102","Jul 30","@","CHW","L,2-3","8.2","8","3","2","1","0","9","0","0","4.32","34","145","101","4","2","0","0","34","1","0","0","0","0","1","1","3","Ted Barrett","A.Pettitte (4-65), P.Hughes (3-L), P.Coke (3)","NYY",2009
"103","103","Jul 31","@","CHW","L,5-10","8.0","13","10","10","0","5","5","1","0","4.38","42","165","102","1","0","3","0","36","2","0","0","0","1","0","0","4","Tim McClelland","S.Mitre (4-24), D.Robertson (3-L), A.Aceves (5), M.Melancon (2)","NYY",2009
"104","104","Aug 1","@","CHW","L,4-14","8.0","17","14","14","0","6","7","0","1","4.48","48","180","105","7","1","2","0","41","3","0","2","0","0","1","0","5","Andy Fletcher","A.Burnett (4-18-L), B.Bruney (2), D.Robertson (0), P.Coke (1), M.Melancon (0)","NYY",2009
"105","105","Aug 2","@","CHW","W,8-5","9.0","11","5","5","0","2","8","2","0","4.48","38","134","94","3","1","0","0","36","4","1","0","0","0","0","1","3","Greg Gibson","C.Sabathia (4-42-W), P.Hughes (2-H), M.Rivera (3-Sv)","NYY",2009
"106","106","Aug 4","@","TOR","W,5-3","9.0","9","3","3","0","4","9","0","0","4.47","38","155","94","4","2","0","0","33","2","0","0","0","1","0","1","3","Jeff Kellogg","A.Pettitte (4-64-W), P.Hughes (1-H), M.Rivera (1-Sv)","NYY",2009
"107","107","Aug 5","@","TOR","W,8-4","9.0","11","4","4","0","2","11","2","0","4.47","39","168","107","1","0","0","0","37","0","0","0","0","0","0","0","5","Rob Drake","S.Mitre (4-36), A.Aceves (4-W), P.Coke (3-H), P.Hughes (0-H), D.Robertson (3)","NYY",2009
"108","108","Aug 6","","BOS","W,13-6","9.0","8","6","6","0","12","10","2","1","4.48","48","202","115","3","0","0","0","35","2","0","0","0","0","0","1","5","Derryl Cousins","J.Chamberlain (7-37-W), D.Robertson (0), P.Coke (0), M.Melancon (4), A.Claggett (99)","NYY",2009
"109","109","Aug 7","","BOS","W,2-0","15.0","4","0","0","0","8","14","0","0","4.41","55","227","133","1","0","2","1","46","0","0","1","0","0","0","2","6","Chad Fairchild","A.Burnett (5-77), P.Hughes (1), M.Rivera (2), A.Aceves (1), B.Bruney (5), P.Coke (0-W)","NYY",2009
"110","110","Aug 8","","BOS","W,5-0","9.0","4","0","0","0","2","11","0","0","4.37","32","148","100","0","0","0","0","30","0","0","0","0","0","0","1","3","Jim Joyce","C.Sabathia (5-82-W), P.Hughes (0-H), D.Robertson (1)","NYY",2009
"111","111","Aug 9","","BOS","W,5-2","9.0","9","2","2","0","3","6","1","0","4.35","37","152","92","0","0","0","0","33","0","0","0","1","0","0","2","3","Bill Miller","A.Pettitte (4-69), P.Coke (1-BW), M.Rivera (1-Sv)","NYY",2009
"112","112","Aug 10","","TOR","L,4-5","9.0","8","5","3","2","1","7","2","0","4.34","37","138","85","0","0","0","0","35","0","1","0","0","1","1","0","2","Paul Schrieber","S.Mitre (4-44-L), A.Aceves (2)","NYY",2009
"113","113","Aug 11","","TOR","W,7-5","9.0","8","5","5","0","2","8","2","0","4.34","37","147","93","0","0","0","0","35","1","0","0","0","0","0","0","5","Paul Nauert","J.Chamberlain (4-49), B.Bruney (3), P.Coke (1), D.Robertson (2-W), M.Rivera (1-Sv)","NYY",2009
"114","114","Aug 12","","TOR","W,4-3","11.0","14","3","3","0","4","13","1","0","4.32","50","196","127","2","0","0","0","46","0","0","0","0","0","0","1","5","Joe West","A.Burnett (4-45), P.Coke (0), D.Robertson (0), P.Hughes (3), C.Gaudin (6-W)","NYY",2009
"115","115","Aug 13","@","SEA","W,11-1","9.0","3","1","1","0","2","10","1","0","4.29","31","113","80","0","0","0","0","29","0","0","0","0","0","0","1","2","Brian Gorman","C.Sabathia (4-80-W), B.Bruney (1)","NYY",2009
"116","116","Aug 14","@","SEA","W,4-2","9.0","7","2","2","0","3","12","0","0","4.27","36","164","98","0","0","0","1","33","1","0","0","0","0","0","0","4","Gerry Davis","A.Pettitte (4-61), B.Bruney (0), P.Hughes (1-W), M.Rivera (2-Sv)","NYY",2009
"117","117","Aug 15","@","SEA","W,5-2","9.0","10","2","1","1","3","11","0","0","4.25","39","155","95","5","0","0","1","35","0","0","0","0","1","1","1","4","CB Bucknor","S.Mitre (4-49-W), D.Robertson (2-H), P.Coke (2-H), M.Rivera (0-Sv)","NYY",2009
"118","118","Aug 16","@","SEA","L,3-10","8.0","15","10","10","0","3","5","1","2","4.30","44","168","104","3","3","0","0","39","5","0","0","0","0","0","0","3","Mike Everitt","J.Chamberlain (4-36-L), A.Aceves (5), C.Gaudin (3)","NYY",2009
"119","119","Aug 17","@","OAK","L,0-3","8.0","6","3","3","0","2","5","0","0","4.29","29","99","66","","","1","2","27","2","0","0","0","0","0","0","1","Mike Winters","A.Burnett (4-61-L)","NYY",2009
"120","120","Aug 18","@","OAK","W,7-2","9.0","5","2","2","0","3","9","2","0","4.27","35","117","77","0","0","0","0","32","1","0","1","0","0","0","0","2","Jerry Layne","C.Sabathia (4-70-W), D.Robertson (2)","NYY",2009
"121","121","Aug 19","@","OAK","W,3-2","9.0","6","2","2","0","6","7","1","1","4.25","39","150","95","5","0","1","0","32","0","0","0","0","0","0","2","5","Todd Tichenor","C.Gaudin (2-61), A.Aceves (2-W), P.Coke (3-H), P.Hughes (4-H), M.Rivera (3-Sv)","NYY",2009
"122","122","Aug 21","@","BOS","W,20-11","9.0","12","11","9","2","5","5","2","2","4.29","45","181","100","5","2","1","0","37","4","0","0","0","1","1","1","4","Joe West","A.Pettitte (6-31-W), B.Bruney (6), D.Marte (99), S.Mitre (5)","NYY",2009
"123","123","Aug 22","@","BOS","L,1-14","8.0","15","14","14","0","2","9","4","0","4.38","41","154","98","0","0","1","0","39","7","0","0","0","0","0","0","3","Sam Holbrook","A.Burnett (4-17-L), A.Aceves (2), D.Robertson (3)","NYY",2009
"124","124","Aug 23","@","BOS","W,8-4","9.0","9","4","3","1","1","11","0","0","4.37","37","155","104","0","0","0","1","35","3","0","0","0","1","2","1","3","Larry Vanover","C.Sabathia (4-52-W), P.Hughes (3-H), M.Rivera (3)","NYY",2009
"125","125","Aug 25","","TEX","L,9-10","9.0","16","10","10","0","7","8","2","0","4.41","48","182","103","1","0","2","1","41","3","0","0","0","0","0","1","3","Laz Diaz","J.Chamberlain (8-18-L), C.Gaudin (5), D.Marte (3)","NYY",2009
"126","126","Aug 26","","TEX","W,9-2","9.0","7","2","2","0","4","8","1","0","4.39","35","135","81","0","0","0","0","31","1","0","0","0","0","1","4","3","Randy Marsh","A.Pettitte (4-63-W), B.Bruney (4), P.Coke (6)","NYY",2009
"127","127","Aug 27","","TEX","L,2-7","9.0","6","7","7","0","3","15","3","0","4.41","36","160","100","0","0","0","0","33","1","0","0","0","0","0","0","4","Jim Reynolds","A.Burnett (4-65-L), P.Coke (0), D.Robertson (4), A.Aceves (4)","NYY",2009
"128","128","Aug 28","","CHW","W,5-2","10.0","8","2","2","0","1","14","0","0","4.39","38","156","107","0","0","0","0","37","3","0","0","0","0","0","0","4","Rick Reed","C.Sabathia (4-62), P.Hughes (4), M.Rivera (4), B.Bruney (1-W)","NYY",2009
"129","129","Aug 29","","CHW","W,10-0","9.0","1","0","0","0","2","6","0","0","4.36","30","109","72","1","0","0","0","28","1","0","0","0","0","0","0","2","Jeff Kellogg","S.Mitre (7-72-W), C.Gaudin (3)","NYY",2009
"130","130","Aug 30","","CHW","W,8-3","9.0","9","3","3","0","0","3","1","0","4.34","34","107","72","2","0","2","0","34","0","1","0","0","0","0","1","6","Tim Timmons","J.Chamberlain (4-44), A.Aceves (2-W), D.Marte (4-H), D.Robertson (2-H), P.Hughes (1-H), P.Coke (2)","NYY",2009
"131","131","Aug 31","@","BAL","W,5-1","9.0","3","1","1","0","1","9","1","0","4.32","32","124","86","2","0","0","0","31","0","0","0","0","0","1","0","3","Marvin Hudson","A.Pettitte (4-82-W), B.Bruney (2), M.Rivera (2-Sv)","NYY",2009
"132","132","Sep 1","@","BAL","W,9-6","9.0","13","6","6","0","2","4","2","0","4.33","42","167","106","2","0","1","0","40","2","0","0","0","0","1","1","5","Angel Hernandez","A.Burnett (4-22), D.Marte (1-W), D.Robertson (1-H), P.Coke (1-H), M.Rivera (0-Sv)","NYY",2009
"133","133","Sep 2","@","BAL","W,10-2","9.0","8","2","2","0","1","12","1","0","4.31","35","134","90","0","0","0","0","33","0","0","0","0","1","0","1","4","Randy Marsh","C.Sabathia (4-67-W), B.Bruney (1-H), P.Coke (0-H), P.Hughes (2-Sv)","NYY",2009
"134","134","Sep 3","@","TOR","W,10-5","9.0","6","5","4","1","4","10","0","3","4.31","41","171","100","3","0","0","0","33","3","0","0","0","1","1","0","5","Scott Barry","C.Gaudin (4-40), A.Aceves (3-W), D.Robertson (1-H), B.Bruney (0-H), D.Marte (1)","NYY",2009
"135","135","Sep 4","@","TOR","L,0-6","8.0","10","6","5","1","7","4","0","2","4.32","43","142","80","3","2","0","0","34","4","0","0","0","0","1","1","5","Jeff Nelson","J.Chamberlain (4-37-L), M.Melancon (28), J.Albaladejo (38), M.Dunn (99), E.Ramirez (99)","NYY",2009
"136","136","Sep 5","@","TOR","W,6-4","9.0","4","4","4","0","7","8","1","0","4.32","38","150","88","1","0","0","0","31","0","1","0","0","0","0","0","4","Tim Tschida","A.Pettitte (4-46-W), D.Robertson (1-H), B.Bruney (1-H), P.Hughes (2-Sv)","NYY",2009
"137","137","Sep 6","@","TOR","L,8-14","8.0","15","14","11","3","4","7","0","1","4.37","48","152","100","6","4","1","0","43","4","0","0","0","0","4","1","3","Bob Davidson","S.Mitre (7-4-L), M.Melancon (1), J.Towers (99)","NYY",2009
"138","138","Sep 7(1)","","TBR","W,4-1","9.0","3","1","1","0","6","12","1","0","4.35","35","151","91","0","0","1","1","29","0","0","1","0","0","0","0","3","Jim Wolf","C.Sabathia (4-73), P.Hughes (1-W), M.Rivera (5-Sv)","NYY",2009
"139","139","Sep 7(2)","","TBR","W,11-1","9.0","6","1","1","0","6","11","0","0","4.32","39","157","96","0","0","0","0","33","2","0","0","0","0","0","0","4","Adrian Johnson","A.Burnett (5-65-W), E.Ramirez (2), J.Albaladejo (2), M.Dunn (2)","NYY",2009
"140","140","Sep 8","","TBR","W,3-2","9.0","8","2","2","0","3","7","2","0","4.31","34","111","74","6","0","0","1","31","0","1","0","0","0","0","1","6","Gary Cederstrom","C.Gaudin (4-60), D.Marte (4-H), B.Bruney (2-H), P.Coke (5-H), P.Hughes (0-BSv), M.Rivera (0-W)","NYY",2009
"141","141","Sep 9","","TBR","W,4-2","9.0","3","2","2","0","3","7","1","0","4.29","33","131","82","1","0","1","0","30","0","0","0","0","0","0","0","5","Fieldin Culbreth","J.Chamberlain (4-47), A.Aceves (5), J.Albaladejo (1-W), B.Bruney (0-H), P.Coke (0-Sv)","NYY",2009
"142","142","Sep 11","","BAL","L,4-10","9.0","16","10","10","0","5","8","0","1","4.33","48","204","125","3","1","0","0","40","3","0","0","0","2","0","1","6","Kerwin Danley","A.Pettitte (5-47), D.Marte (2-BL), J.Albaladejo (1), E.Ramirez (3), M.Melancon (4), M.Dunn (3)","NYY",2009
"143","143","Sep 12","","BAL","L,3-7","9.0","10","7","7","0","3","5","2","0","4.35","39","139","90","0","0","1","0","35","2","0","1","0","1","0","0","2","Wally Bell","A.Burnett (4-41-L), J.Towers (5)","NYY",2009
"144","144","Sep 13","","BAL","W,13-3","9.0","6","3","3","0","6","3","0","0","4.34","38","142","86","2","0","0","0","30","1","0","0","0","2","0","1","4","Marty Foster","C.Sabathia (5-52-W), P.Hughes (4-H), B.Bruney (3), E.Ramirez (1)","NYY",2009
"145","145","Sep 14","","LAA","W,5-3","9.0","8","3","3","0","4","5","1","0","4.33","38","169","101","2","0","0","0","33","1","0","0","1","0","0","1","5","Derryl Cousins","J.Chamberlain (4-52), A.Aceves (4), P.Coke (4-H), P.Hughes (0-BW), M.Rivera (5-Sv)","NYY",2009
"146","146","Sep 15","","TOR","L,4-10","9.0","13","10","10","0","3","7","5","2","4.37","45","144","91","6","3","0","0","39","1","0","0","0","1","0","0","4","Jim Joyce","S.Mitre (8-24-L), E.Ramirez (1), M.Melancon (3), M.Dunn (3)","NYY",2009
"147","147","Sep 16","","TOR","W,5-4","9.0","10","4","4","0","1","4","1","0","4.37","39","149","94","4","1","1","0","37","4","0","1","0","1","1","0","6","Greg Gibson","C.Gaudin (7-44), D.Marte (4), B.Bruney (2), P.Coke (1), P.Hughes (1), M.Rivera (1-W)","NYY",2009
"148","148","Sep 18","@","SEA","L,2-3","8.2","9","3","3","0","3","9","1","1","4.36","37","134","90","0","0","0","1","33","3","0","0","0","0","0","0","3","Eric Cooper","A.Burnett (5-62), P.Hughes (1-H), M.Rivera (1-BL)","NYY",2009
"149","149","Sep 19","@","SEA","W,10-1","9.0","7","1","0","1","3","10","0","0","4.33","38","144","92","0","0","1","0","35","1","0","0","0","0","1","0","3","Mike Reilly","C.Sabathia (5-73-W), B.Bruney (2), J.Albaladejo (7)","NYY",2009
"150","150","Sep 20","@","SEA","L,1-7","8.0","7","7","7","0","4","7","1","0","4.35","35","134","80","0","0","0","0","29","2","0","1","1","1","0","0","2","Chuck Meriwether","J.Chamberlain (5-18-L), S.Mitre (4)","NYY",2009
"151","151","Sep 21","@","LAA","L,2-5","8.0","9","5","5","0","2","4","1","0","4.36","34","128","78","0","0","0","1","32","3","0","0","0","0","0","0","3","Gerry Davis","A.Pettitte (9-51-L), B.Bruney (1), J.Albaladejo (1)","NYY",2009
"152","152","Sep 22","@","LAA","W,6-5","9.0","12","5","4","1","5","7","1","0","4.35","44","185","117","3","0","1","1","39","2","0","0","0","0","1","0","5","CB Bucknor","C.Gaudin (5-45), A.Aceves (7), D.Marte (5), P.Hughes (3-BW), M.Rivera (3-Sv)","NYY",2009
"153","153","Sep 23","@","LAA","W,3-2","9.0","10","2","2","0","5","15","0","1","4.34","42","165","106","3","0","1","0","36","3","0","0","0","0","0","1","6","Mike Everitt","A.Burnett (4-55-W), D.Marte (0-H), J.Albaladejo (1), P.Coke (6-H), I.Kennedy (99-H), M.Rivera (0-Sv)","NYY",2009
"154","154","Sep 25","","BOS","W,9-5","9.0","8","5","4","1","3","8","2","0","4.34","36","136","83","3","1","1","0","33","1","0","0","0","0","0","2","6","Tim Welke","J.Chamberlain (4-54-W), A.Aceves (2), J.Albaladejo (1), D.Marte (1), P.Hughes (2), P.Coke (1)","NYY",2009
"155","155","Sep 26","","BOS","W,3-0","9.0","2","0","0","0","2","12","0","2","4.31","32","129","80","0","0","1","0","28","0","0","0","0","0","0","1","3","Jeff Kellogg","C.Sabathia (6-81-W), P.Hughes (0-H), M.Rivera (2-Sv)","NYY",2009
"156","156","Sep 27","","BOS","W,4-2","9.0","8","2","2","0","3","6","0","0","4.29","37","132","87","0","0","0","0","34","1","0","0","0","0","1","2","4","Chad Fairchild","A.Pettitte (5-51-W), B.Bruney (5-H), P.Coke (1-H), M.Rivera (0-Sv)","NYY",2009
"157","157","Sep 28","","KCR","W,8-2","9.0","4","2","2","0","2","6","1","0","4.28","32","116","73","0","0","0","0","29","1","0","0","0","1","0","1","3","Chris Guccione","C.Gaudin (5-61-W), D.Marte (2-H), A.Aceves (2)","NYY",2009
"158","158","Sep 29","","KCR","W,4-3","9.0","5","3","1","2","5","11","0","0","4.26","37","159","104","2","1","1","0","32","0","0","0","0","0","1","1","4","Jerry Layne","A.Burnett (5-66), P.Coke (1), D.Robertson (23), B.Bruney (1-W)","NYY",2009
"159","159","Sep 30","","KCR","L,3-4","9.0","11","4","4","0","5","9","0","0","4.26","41","168","107","4","1","3","1","35","2","1","0","1","0","0","1","7","Tom Hallion","J.Chamberlain (4-34), A.Aceves (1), J.Albaladejo (4), D.Marte (1-L), S.Mitre (9), P.Hughes (3), M.Rivera (2)","NYY",2009
"160","160","Oct 2","@","TBR","L,4-13","8.0","17","13","9","4","6","7","1","1","4.29","48","189","115","4","0","1","0","41","4","1","1","0","0","1","0","7","Wally Bell","C.Sabathia (5-12-L), J.Albaladejo (1), D.Robertson (2), B.Bruney (2), P.Coke (2), P.Hughes (1), D.Marte (1)","NYY",2009
"161","161","Oct 3","@","TBR","L,3-5","8.0","7","5","3","2","4","6","1","0","4.28","35","151","92","2","2","3","0","31","1","0","0","0","0","0","0","3","Brian Runge","A.Pettitte (5-32-L), A.Aceves (2), C.Gaudin (4)","NYY",2009
"162","162","Oct 4","@","TBR","W,10-2","9.0","7","2","1","1","1","8","1","0","4.26","35","134","90","0","0","0","0","34","2","0","0","0","0","0","0","6","Rob Drake","A.Burnett (4-49-W), D.Robertson (1), J.Chamberlain (3), P.Coke (1), P.Hughes (1), M.Rivera (3)","NYY",2009
"1","1","Apr 4","@","BOS","L,7-9","8.0","12","9","8","1","4","5","1","0","9.00","39","170","101","3","2","0","0","34","3","1","0","0","1","0","0","5","Joe West","C.Sabathia (99-38), D.Robertson (99-BSv), C.Park (99-BL), D.Marte (99), J.Chamberlain (99)","NYY",2010
"2","2","Apr 6","@","BOS","W,6-4","9.0","9","4","3","1","1","8","1","1","5.82","38","148","96","2","0","2","0","35","3","0","0","0","1","1","1","6","Angel Hernandez","A.Burnett (99-43), A.Aceves (99-W), D.Robertson (1), D.Marte (1-H), J.Chamberlain (1-H), M.Rivera (99-Sv)","NYY",2010
"3","3","Apr 7","@","BOS","W,3-1","10.0","7","1","1","0","3","5","0","1","4.00","39","143","86","0","0","0","0","35","2","0","0","0","0","0","2","3","Paul Schrieber","A.Pettitte (99-57), C.Park (2-W), M.Rivera (0-Sv)","NYY",2010
"4","4","Apr 9","@","TBR","L,3-9","8.0","10","9","9","0","3","6","2","0","5.40","37","132","81","1","1","3","0","34","3","0","0","0","0","0","0","2","James Hoye","J.Vazquez (99-23-L), S.Mitre (99)","NYY",2010
"5","5","Apr 10","@","TBR","W,10-0","9.0","2","0","0","0","2","7","0","0","4.30","31","136","85","1","0","2","0","29","1","0","0","0","0","0","0","2","Wally Bell","C.Sabathia (5-80-W), D.Robertson (3)","NYY",2010
"6","6","Apr 11","@","TBR","W,7-3","9.0","9","3","3","0","5","3","0","0","4.08","37","136","76","0","0","2","0","31","0","1","0","1","0","0","2","3","Laz Diaz","A.Burnett (4-55-W), J.Chamberlain (4), M.Rivera (3)","NYY",2010
"7","7","Apr 13","","LAA","W,7-5","9.0","11","5","5","0","3","9","2","0","4.21","40","157","102","0","0","0","0","37","0","0","0","0","0","0","1","4","Hunter Wendelstedt","A.Pettitte (5-65-W), C.Park (5), D.Robertson (2), M.Rivera (1-Sv)","NYY",2010
"8","8","Apr 14","","LAA","L,3-5","9.0","10","5","5","0","3","6","0","1","4.31","40","155","93","1","1","2","1","36","3","0","0","0","0","0","0","4","Dan Bellino","J.Vazquez (4-42-L), A.Aceves (7), J.Chamberlain (2), D.Marte (7)","NYY",2010
"9","9","Apr 15","","LAA","W,6-2","9.0","6","2","2","0","7","11","1","0","4.05","38","184","111","7","1","1","0","31","0","0","0","0","0","0","1","5","Jerry Layne","P.Hughes (99-54-W), D.Robertson (1), D.Marte (0), J.Chamberlain (0-H), M.Rivera (1-Sv)","NYY",2010
"10","10","Apr 16","","TEX","W,5-1","6.0","3","1","1","0","0","9","0","1","3.87","22","73","58","","","0","0","20","1","0","0","0","1","0","0","1","Tim Timmons","C.Sabathia (5-71-W)","NYY",2010
"11","11","Apr 17","","TEX","W,7-3","9.0","8","3","3","0","3","10","1","0","3.79","37","151","93","0","0","1","0","34","1","0","0","0","0","0","1","4","D.J. Reyburn","A.Burnett (5-70-W), A.Aceves (2), D.Marte (1), J.Chamberlain (1)","NYY",2010
"12","12","Apr 18","","TEX","W,5-2","9.0","4","2","2","0","3","6","0","0","3.63","33","121","77","0","0","0","0","29","1","0","0","1","0","0","1","2","Mike DiMuro","A.Pettitte (4-67-W), M.Rivera (2-Sv)","NYY",2010
"13","13","Apr 20","@","OAK","W,7-3","9.0","8","3","3","0","5","11","2","0","3.58","37","172","110","4","0","0","0","32","1","0","0","0","0","0","2","5","Ed Rapuano","J.Vazquez (5-47-W), B.Logan (99-H), J.Chamberlain (2-H), D.Marte (2), M.Rivera (1)","NYY",2010
"14","14","Apr 21","@","OAK","W,3-1","9.0","3","1","1","0","2","10","0","1","3.39","33","137","96","2","1","0","0","30","0","0","0","0","0","0","0","3","Tom Hallion","P.Hughes (5-80-W), J.Chamberlain (0-H), M.Rivera (0-Sv)","NYY",2010
"15","15","Apr 22","@","OAK","L,2-4","8.0","4","4","3","1","6","5","1","0","3.39","30","97","51","","","1","0","23","0","0","0","0","1","0","1","1","Ron Kulpa","C.Sabathia (5-59-L)","NYY",2010
"16","16","Apr 23","@","LAA","L,4-6","8.0","12","6","6","0","2","4","1","2","3.59","36","129","71","1","0","1","2","32","4","0","0","0","0","0","2","3","Tim Tschida","A.Burnett (5-40), D.Robertson (7), J.Chamberlain (1-L)","NYY",2010
"17","17","Apr 24","@","LAA","W,7-1","9.0","7","1","1","0","0","8","0","0","3.43","32","125","85","0","0","0","0","31","1","0","0","0","1","0","1","2","Bob Davidson","A.Pettitte (5-74-W), D.Marte (3)","NYY",2010
"18","18","Apr 25","@","LAA","L,4-8","8.0","7","8","8","0","6","5","2","2","3.72","38","150","87","2","0","2","0","30","1","0","0","0","0","0","1","5","Alfonso Marquez","J.Vazquez (4-31-L), B.Logan (4), A.Aceves (7), D.Marte (0), S.Mitre (15)","NYY",2010
"19","19","Apr 27","@","BAL","L,4-5","8.0","7","5","4","1","6","4","0","1","3.75","38","167","105","1","1","1","0","31","1","0","0","0","0","1","1","4","Wally Bell","P.Hughes (5-59), B.Logan (1), D.Robertson (3-BL), A.Aceves (1)","NYY",2010
"20","20","Apr 28","@","BAL","W,8-3","9.0","11","3","3","0","2","5","1","0","3.72","38","125","83","2","0","0","0","35","3","0","0","0","1","0","2","3","Laz Diaz","C.Sabathia (5-48-W), J.Chamberlain (4), S.Mitre (2)","NYY",2010
"21","21","Apr 29","@","BAL","W,4-0","9.0","3","0","0","0","2","5","0","0","3.53","32","129","85","0","0","0","0","30","0","0","0","0","0","0","0","2","John Hirschbeck","A.Burnett (5-79-W), M.Rivera (7)","NYY",2010
"22","22","Apr 30","","CHW","W,6-4","9.0","8","4","4","0","3","5","1","0","3.55","38","148","97","0","0","1","0","34","2","0","1","0","1","0","0","5","Jerry Meals","A.Pettitte (5-43), A.Aceves (2-W), D.Marte (4-H), J.Chamberlain (1-H), M.Rivera (0-Sv)","NYY",2010
"23","23","May 1","","CHW","L,6-7","9.0","9","7","7","0","7","4","3","0","3.71","41","182","104","4","2","1","0","33","2","0","1","0","1","0","0","6","Mark Wegner","J.Vazquez (5-23), S.Mitre (2), D.Robertson (3-L), D.Marte (0-BSv), A.Aceves (0), B.Logan (3)","NYY",2010
